line_id,name,code,colour,operator,network,mode
Line:relation:2811979,Tempo 2,2,#0d4d93,Kéolis Tours,Fil Bleu,bus
Line:relation:2812366,Bus 80,80,,Lignes d'Azur,,bus
Line:relation:2816902,Bus 324,324,#D0008E,Keolis,Sub,bus
Line:relation:2819337,Ligne 2,2,#00ADEF,Mont Blanc Bus,Chamonix Bus,bus
Line:relation:2822985,Le Mulet,Mulet,#704c96,Mont Blanc Bus,Chamonix Bus,bus
Line:relation:2827189,TER 15 : Boulogne - Lille,TER 15,#b52b97,SNCF,TER Nord-Pas-de-Calais,train
Line:relation:2827192,A 09 : Lauterbourg − Strasbourg,A 09,#fed452,SNCF,TER Grand Est,train
Line:relation:2827380,TER 14 : Arras - Boulogne,TER 14,#ffc232,SNCF,TER Nord-Pas-de-Calais,train
Line:relation:2827896,TER 1 : Nantes − Saint-Nazaire − Le Croisic,TER 1,#a3429b,SNCF,TER Pays de la Loire,train
Line:relation:2827897,TER 10 : Nantes − Sainte-Pazanne − Pornic,TER 10,#a3429b,SNCF,TER Pays de la Loire,train
Line:relation:2828018,20: Grasse - Mouans-Sartoux,20,,Sillages,Sillages,bus
Line:relation:2828019,Sillages 21,21,,Sillages,Sillages,bus
Line:relation:2828020,Sillages 22,22,,Sillages,Sillages,bus
Line:relation:2828023,Palm Bus 27,27,,Palm Bus,Palm Bus,bus
Line:relation:2834331,TER 11 : Nantes − Saint-Gilles-Croix-de-Vie,TER 10,#a3429b,SNCF,TER Pays de la Loire,train
Line:relation:2836030,Bus 7,,DarkSalmon,Envibus,CASA,bus
Line:relation:2836928,Sillages 28,28,,Sillages,Sillages,bus
Line:relation:2843950,Lianes 7: Bordeaux Centre Commercial du Lac ⇆ Ambarès Parabelle / Ambarès Quinsus,7,#0086CB,Keolis Bordeaux Métropole,TBM,bus
Line:relation:2844087,Ligne de Neufchâteau à Épinal,030 000,,SNCF Réseau,,railway
Line:relation:2853923,Bus 317 : Hôtel de Ville de Créteil ↔ Nogent Le Perreux RER,317,#C8D134,RATP,RATP,bus
Line:relation:2854153,4500,4500,#00A1DA,Grindler,Transisère,bus
Line:relation:2863606,6060,6060,#FCCD51,VFD,Transisère,bus
Line:relation:2865558,6200,6200,#FCCD51,Car postal,Transisère,bus
Line:relation:2867654,Bus 1,1,#FFFF00,Envibus,CASA,bus
Line:relation:2868283,Envibus ligne 30-31,30-31,,Envibus,CASA,bus
Line:relation:2868645,Bus 6,6,,Envibus,CASA,bus
Line:relation:2868849,Navette L'Estaque,Nav2,#00a1c4,Régie des Transports Marseillais,RTM,ferry
Line:relation:2870002,6550,6550,#EC2A2F,Philibert,Transisère,bus
Line:relation:2871979,6: (Châteauvieux) Les Abadous - Tournefave,6,yellow,Linéa,Linéa,bus
Line:relation:2873156,Envibus ligne 100,100,,Envibus,CASA,bus
Line:relation:2873438,3000,3000,#FCCD51,VFD,Transisère,bus
Line:relation:2873605,4100,4100,#FCCD51,VFD,Transisère,bus
Line:relation:2873606,4101,4101,#FCCD51,CarPostal,Transisère,bus
Line:relation:2877534,4110,4110,#FCCD51,VFD,Transisère,bus
Line:relation:2879000,ZOU 35 : Grenoble − Briançon,ZOU 35,#00aee7,Transdev Dauphiné,Zou !,bus
Line:relation:2879372,7: Faure du Serre - Parassac,7,#87ceeb,Linéa,Linéa,bus
Line:relation:2880415,Sillages 24,24,,Sillages,Sillages,bus
Line:relation:2880632,LER 31: Nice − Grenoble,LER 31,#4041a2,"SCAL, Phocéens Cars",Zou !,bus
Line:relation:2882482,Ouibus Grenoble − Chambéry − Genève Aéroport,73,#ee0064,VFD,Ouibus,bus
Line:relation:2884287,7000,7000,#FCCD51,"Faure Vercors, Kéolis",Transisère,bus
Line:relation:2884307,Bus 31,31,#3eba7f,Kéolis Tours,Fil Bleu,bus
Line:relation:2884428,5000,5000,#00A1DA,Perraud,Transisère,bus
Line:relation:2885866,Ligne de Strasbourg à Saint-Dié,110 000,,SNCF Réseau,,railway
Line:relation:2885973,5200,5200,#FCCD51,Les Rapid'Bleus,Transisère,bus
Line:relation:2886772,7300,7300,#FCCD51,Philibert,Transisère,bus
Line:relation:2886773,7320,7320,#FCCD51,Philibert,Transisère,bus
Line:relation:2886774,7330,7330,#FCCD51,Philibert,Transisère,bus
Line:relation:2887157,Bus 56,56,#87c440,Kéolis Tours,Fil Bleu,bus
Line:relation:2887232,Ligne W,W,#826644,Perraud,Voironnais,bus
Line:relation:2900463,TGV84 Frankfurt - Marseille,TGV84,,SNCF,SNCF TGV;DB InterCityExpress,train
Line:relation:2905543,,DIAM B,,CTPM,,bus
Line:relation:2908881,Raccordement de Sarrebourg à Sarraltroff,114 300,,,,railway
Line:relation:2915156,Ligne de Jarville-la-Malgrange à Mirecourt,040 000,,,,railway
Line:relation:2918151,Ligne de Merrey à Hymont-Mattaincourt,035 000,,SNCF Réseau,,railway
Line:relation:2920550,Flexo 57,57,#4b2582,Transdev' Dauphiné,TAG,bus
Line:relation:2962341,Bus 645: Coubron - Corot ↔ Montfermeil - Hôpital Intercommunal,645,#cec42a,Transdev TRA,Seine-Saint-Denis,bus
Line:relation:2965780,Bus 602: Gare du Raincy–Villemomble–Montfermeil ↔ Coubron - Stade,602,#e98d45,Transdev TRA,Seine-Saint-Denis,bus
Line:relation:2972887,Bus 286 : Antony RER ↔ Villejuif-Louis Aragon,286,#c9a2cd,RATP,RATP,bus
Line:relation:2972968,Bus 186 : Rond Point Roosevelt ↔ Porte d'Italie,186,#b43c95,RATP,RATP,bus
Line:relation:2981245,Ligne de Strasbourg à Lauterbourg,145 000,,SNCF Réseau,,railway
Line:relation:2981756,Bus 126 : Parc de Saint-Cloud ↔ Porte d'Orléans,126,#87D3DF,RATP,RATP,bus
Line:relation:2989343,Bus 302 : Gare du Nord ↔ La Courneuve - Six Routes,302,#FFCD02,RATP,RATP,bus
Line:relation:2998846,IC-04/TER 1,IC-04/TER 1,,,IC/TER Nord-Pas-de-Calais,train
Line:relation:3004201,Ligne de Saint-Julien (Troyes) à Gray,838 000,,SNCF Réseau,,railway
Line:relation:3008762,Ligne 1,1,red,Réunir Voironnais,Voironnais,bus
Line:relation:3008945,Bus 185 : Choisy Sud ↔ Porte d'Italie,185,#F58443,RATP,RATP,bus
Line:relation:3010077,Ligne 2,2,purple,Réunir Voironnais,Voironnais,bus
Line:relation:3019347,Flixbus 007,007,,Flixbus,Flixbus,bus
Line:relation:3022749,Bus 590: Chamonix <=> Courmayeur,590,gray,SAT Mont Blanc; Arriva,SAT Mont Blanc SAVDA,bus
Line:relation:3030615,Bus 604 : Gare de Gagny ↔ Montfermeil — Hôpital Intercommunal,604,#caabca,Transdev TRA,Seine-Saint-Denis,bus
Line:relation:3044785,Navette été,ETE,#B3017D,VFD,Villard de Lans,bus
Line:relation:3045662,Bus 150 : Porte de la Villette ↔ Pierrefitte–Stains RER,150,#F788B5,RATP,RATP,bus
Line:relation:3046209,Flixbus 008,008,,Flixbus,Flixbus,bus
Line:relation:3047801,Bus 102: Gambetta ↔ Rosny–Bois-Perrier RER - Rosny 2,102,#FFCD01,RATP,RATP,bus
Line:relation:3048051,Ligne 3,3,#bebebe,Mont Blanc Bus,Chamonix Bus,bus
Line:relation:3048889,Bus 520 : Bry-sur-Marne RER ↔ Les Hauts de Bry,520,#008c59,RATP,RATP,bus
Line:relation:3049237,Ligne 11,11,#94c11e,Mont Blanc Bus,Chamonix Bus,bus
Line:relation:3049238,Ligne 14,Ligne 14,#d49cc6,Mont Blanc Bus,Chamonix Bus,bus
Line:relation:3049240,Ligne 16,16,#ffed00,Mont Blanc Bus,Chamonix Bus,bus
Line:relation:3049241,Ligne 13,13,#d20269,Mont Blanc Bus,Chamonix Bus,bus
Line:relation:3049242,Ligne 12,12,#b75d17,Mont Blanc Bus,Chamonix Bus,bus
Line:relation:3049244,Ligne 15,15,#047f39,Mont Blanc Bus,Chamonix Bus,bus
Line:relation:3066475,Ligne A,A,#FED304,Perraud,Voironnais,bus
Line:relation:3068116,Ligne 10,10,#009FE4,Autocars Perrauds,Voironnais,bus
Line:relation:3079254,Bus 203: Neuilly-Plaisance RER ↔ Neuilly-sur-Marne – Île-de-France,203,,RATP,RATP,bus
Line:relation:3081256,Ligne G70,G70,#a63a8a,GR4,TouGo,bus
Line:relation:3081886,Bus 3 : Gare de Chelles Gournay ↔ Gare de Villeparisis Mitry-le-Neuf,3,#680068,Keolis CIF,Apolo 7,bus
Line:relation:3082176,Ligne G700,G700,#91d562,GR4,TouGo,bus
Line:relation:3082177,Ligne G702,G702,#91d562,GR4,TouGo,bus
Line:relation:3084420,Ligne G5,G5,#265ba8,GR4,TouGo,bus
Line:relation:3086012,Ligne G51,G51,#e676ac,GR4,TouGo,bus
Line:relation:3086758,Ligne G50,G50,#5d3f8a,GR4,TouGo,bus
Line:relation:3090153,Ligne N,N,#015AAA,Perraud,Voironnais,bus
Line:relation:3090154,Ligne 20,20,#ED028C,Perraud Voyages,Voironnais,bus
Line:relation:3107887,Bus 11: Basso Cambo ⇆ Empalot,11,#E675A7,Tisséo,fr_tisseo,bus
Line:relation:3127793,7360,7360,#EC2A2F,Philibert,Transisère,bus
Line:relation:3134153,Bus 221 : Bagnolet - Gallieni ↔ Gagny - Pointe de Gournay,221,#f49eb2,RATP,RATP,bus
Line:relation:3135755,Bus 5,5,#005baa,TCAT,fr_tcat,bus
Line:relation:3135758,Bus 30,30,#ffa75e,TCAT,fr_tcat,bus
Line:relation:3135761,Bus 29,29,#ffc936,TCAT,fr_tcat,bus
Line:relation:3135766,Bus 24,24,#bbd979,TCAT,fr_tcat,bus
Line:relation:3135769,Bus 33,33,,TCAT,fr_tcat,bus
Line:relation:3135774,Bus 8,8,#9778b7,TCAT,fr_tcat,bus
Line:relation:3135783,Bus 1,1,#00b8ed,TCAT,fr_tcat,bus
Line:relation:3135786,Bus 28,28,#61c9ad,TCAT,fr_tcat,bus
Line:relation:3135789,Bus 23,23,#dd972d,TCAT,fr_tcat,bus
Line:relation:3135792,Bus 32,32,#95b3c1,TCAT,fr_tcat,bus
Line:relation:3135795,Bus 27,27,#eee142,TCAT,fr_tcat,bus
Line:relation:3135797,Bus 9,9,#f970a1,TCAT,fr_tcat,bus
Line:relation:3135802,Bus 22,22,#ffbb86,TCAT,fr_tcat,bus
Line:relation:3135807,Bus 3,3,#a95b3e,TCAT,fr_tcat,bus
Line:relation:3135812,Bus 6,6,#00aa4e,TCAT,fr_tcat,bus
Line:relation:3135818,Bus 26,26,#7ac145,TCAT,fr_tcat,bus
Line:relation:3135820,Bus 4,4,#ff9329,TCAT,fr_tcat,bus
Line:relation:3135823,Bus 25,25,#85a2cf,TCAT,fr_tcat,bus
Line:relation:3135827,Bus 21,21,,TCAT,fr_tcat,bus
Line:relation:3135830,Bus 31,31,#29c7ef,TCAT,fr_tcat,bus
Line:relation:3135842,Bus 2,2,#ff2d22,TCAT,fr_tcat,bus
Line:relation:3135847,Bus 7,7,#818d8f,TCAT,fr_tcat,bus
Line:relation:3135850,Bus 11,11,#e92e97,TCAT,fr_tcat,bus
Line:relation:3136208,BV12 : Caen Gare Routière ↔ Saint-André-sur-Orne René Goscinny,,,Viacités,fr_twisto,bus
Line:relation:3136478,Bus B,B,#FF0000,,Gérardmer Bus,bus
Line:relation:3138525,Bus 28,28,#D0008E,Connex Vosges,Livo,bus
Line:relation:3139707,Bus A,A,#008000,,Gérardmer Bus,bus
Line:relation:3139907,Bus 3,3,#EB9D14,Véolia Transport,DéoBus,bus
Line:relation:3140170,Bus 2,2,#259039,Véolia Transport,DéoBus,bus
Line:relation:3143477,Bus 1 B,1 B,#996600,Connex Vosges,Livo,bus
Line:relation:3148500,Ligne de Gretz-Armainvilliers à Sézanne,002 000,,SNCF Réseau,,railway
Line:relation:3150437,Bus 29,29,,Connex Vosges,Livo,bus
Line:relation:3151693,Bus 29 Express,,,Connex Vosges,Livo,bus
Line:relation:3152287,Bus 10,10,,Connex Vosges,Livo,bus
Line:relation:3152442,3 : Orange - Valréas,3,#d3d3d3,Lieutaud,Zou !,bus
Line:relation:3152975,Bus 17 Express,17 Express,#F29900,,,bus
Line:relation:3153201,Bus 1,1,#822874,Keolis,,bus
Line:relation:3154105,10 : Carpentras - Orange,10,#232020,Voyages Arnaud,Zou !,bus
Line:relation:3156569,Raccordement de Pagny,005 341,,SNCF Réseau,,railway
Line:relation:3157383,Raccordement de Baudrecourt,005 343,,SNCF Réseau,,railway
Line:relation:3159806,Bus 2,2,#996600,Connex Vosges,Livo,bus
Line:relation:3161081,Ligne 3,3,green,TUB,TUB,bus
Line:relation:3169667,Ligne G6,G6,#e84c99,GR4,TouGo,bus
Line:relation:3170259,Ligne G60,G60,#a2c510,GR4,TouGo,bus
Line:relation:3181244,Ligne G61,G61,#7f5a4b,GR4,TouGo,bus
Line:relation:3183187,Stanbus 6,6,#A7CE39,Transdev,Stan,bus
Line:relation:3186210,Stanbus 7,7,#FBA61C,Transdev,Stan,bus
Line:relation:3186411,Bus 15 : Gare de Massy-Palaiseau ↔ Vélizy-Villacoublay,15,#313188,Les Cars d'Orsay,Mobicaps,bus
Line:relation:3187724,Stanway 4,4,#FFDD00,Transdev,Stan,bus
Line:relation:3190242,Ligne de Bricon à Châtillon-sur-Seine,840 000,,SNCF Réseau,,railway
Line:relation:3190470,Bus 12,12,#f6882e,Kéolis Tours,Fil Bleu,bus
Line:relation:3190514,Bus 53,53,#1080c4,Kéolis Tours,Fil Bleu,bus
Line:relation:3190544,Bus 17,17,#9a7b79,Kéolis Tours,Fil Bleu,bus
Line:relation:3190573,Bus 54,54,#87c440,Kéolis Tours,Fil Bleu,bus
Line:relation:3190626,Tram A,A,#ca305b,Kéolis Tours,Fil Bleu,tram
Line:relation:3190667,Bus 10,10,#274ca1,Kéolis Tours,Fil Bleu,bus
Line:relation:3190668,Bus 15,15,#c95b89,Kéolis Tours,Fil Bleu,bus
Line:relation:3190669,Bus 16,16,#9d7a38,Kéolis Tours,Fil Bleu,bus
Line:relation:3190670,Bus 14,14,#76489c,Kéolis Tours,Fil Bleu,bus
Line:relation:3190782,Bus 32,32,#1080c4,Kéolis Tours,Fil Bleu,bus
Line:relation:3190783,Bus 35,35,#6dbee6,Kéolis Tours,Fil Bleu,bus
Line:relation:3191032,Bus 5,5,#119c49,Kéolis Tours,Fil Bleu,bus
Line:relation:3193807,Bus 4,4,#d5cd26,Kéolis Tours,Fil Bleu,bus
Line:relation:3193813,Bus 34,34,#1080c4,Kéolis Tours,Fil Bleu,bus
Line:relation:3194744,Bus 18,18,#9d7a38,Kéolis Tours,Fil Bleu,bus
Line:relation:3194747,Bus 11,11,#8b4b60,Kéolis Tours,Fil Bleu,bus
Line:relation:3195542,Stanbus 10,10,#812A91,Transdev,Stan,bus
Line:relation:3198964,Résago 1,R1,#87c440,Kéolis Tours,Fil Bleu,bus
Line:relation:3199155,Stanbus 8,8,#00B3F0,Transdev,Stan,bus
Line:relation:3199297,Stanbus 15,15,#A76534,Transdev,Stan,bus
Line:relation:3201322,Stanbus 14,14,#952D58,Transdev,Stan,bus
Line:relation:3208289,Bus 30,30,#1080c4,Kéolis Tours,Fil Bleu,bus
Line:relation:3217072,Bus 10,10,#9d79c4,Keolis Lille Métropole,Ilévia,bus
Line:relation:3220297,Stanway 3,3,#20B14A,Transdev,Stan,bus
Line:relation:3220899,Bus 36,36,#CE70F6,Keolis Lille Métropole,Ilévia,bus
Line:relation:3221048,Eurolines 165 London->Munich,EL 165,,Eurolines,Eurolines,bus
Line:relation:3224933,Stanbus 12,12,#00AAAD,Transdev,Stan,bus
Line:relation:3235884,Stanbus 13,13,#7F79B9,Transdev,Stan,bus
Line:relation:3245720,7350,7350,#EC2A2F,Philibert,Transisère,bus
Line:relation:3253655,Bus 95-02 : Roissypole RER ↔ Montmorency,95-02,#004494,Keolis CIF,Busval d'Oise,bus
Line:relation:3253656,Bus 32A : Aulnay-Sous-Bois Parinor - Goussainville La Charmeuse,32A,#B2CE40,Keolis CIF,Les Courriers de l'Île-de-France,bus
Line:relation:3253657,Bus 11.5 : Le Moulin / Avenue Bocquet ↔ Collège Philippe Auguste,11.5,#007AC2,Keolis CIF,Les Courriers de l'Île-de-France,bus
Line:relation:3253980,Bus 95-18 : Cergy-Pontoise Gare ↔ Roissypole RER,95-18,#f3dd02,Transdev Île-de-France Conflans,Mobilien,bus
Line:relation:3255026,Stanbus 11,11,#F3859A,Transdev,Stan,bus
Line:relation:3256022,Bus 37 : Villiers-le-Bel RER - Rond-Point de Bonneuil,37,green,Transdev Trans Val d'Oise,TransVO,bus
Line:relation:3256208,Citadine Roubaix,CIT5,#9E5AB4,Ilévia,,bus
Line:relation:3256314,Bus 22 : Villiers-le-Bel RER ↔ Roissypole,22,yellow,Transdev Trans Val d'Oise,TransVO,bus
Line:relation:3256316,Bus 23 : Gare de Villiers-le-Bel ↔ Gare d'Aulnay-sous-Bois,23,red,Transdev Trans Val d'Oise,TransVO,bus
Line:relation:3258771,"Bus 31: Basel, ???",31,,BVB,TNW,bus
Line:relation:3262842,Bus 53: Basso Cambo ⇆ Tibaous,53,#0098D4,Tisséo,fr_tisseo,bus
Line:relation:3264340,Ligne de Combs-la-Ville à Saint-Louis,752 000,,SNCF Réseau,rail,train
Line:relation:3273043,Bus 84: Balma - Gramont ⇆ Balma Lasbordes,84,#0098D4,Tisséo,fr_tisseo,bus
Line:relation:3273406,TER 05 : Pontarlier / Saint-Claude <,TER 05,red,SNCF,TER Franche-Comté,train
Line:relation:3273689,Bus 109: Malepère ⇆ Castanet-Tolosan,109,#FF5E16,Tisséo,fr_tisseo,bus
Line:relation:3274932,Ligne de Reims à Épernay,074 000,,SNCF Réseau,,railway
Line:relation:3281400,TGV 522 : Paris − Dole − Besançon − Mulhouse − Belfort − Freibourg,TGV 522,,SNCF,TGV,train
Line:relation:3283815,Bus 1s,1s,#41b758,Keolis,Irigo,bus
Line:relation:3284433,Bus 113: Fenouillet Croix ⇆ Collège Pechbonnieu,113,#E46809,Tisséo,fr_tisseo,bus
Line:relation:3284902,Bus 116: Tournefeuille Lycée ⇆ Saint-Lys Rossignols,116,#0098D4,Négoti,fr_tisseo,bus
Line:relation:3284946,Bus 117: Basso Cambo ⇆ Muret Gare SNCF,117,#0098D4,Tisséo,fr_tisseo,bus
Line:relation:3286442,Bus 408 : Evry - Bras-de-Fer (circulaire),408,#00FF00,Tice,Tice,bus
Line:relation:3289370,2 - Pont de l'Ouvèze - Poinsard,Sorg'en bus 2,#1F89C4,Voyages Arnaud,Sorg'en bus,bus
Line:relation:3297327,Bus 8 : Plougastel Ty Ar Menez <> Brest Liberté,8,#132311,Keolis,fr:bibus,bus
Line:relation:3297343,Bus 8,8,#1cb5f0,Keolis,fr_citybus,bus
Line:relation:3299931,Bus 150: Colomiers Gare SNCF ⇆ Colomiers Gare SNCF,150,#0098D4,Tisséo,fr_tisseo,bus
Line:relation:3307569,Bus 241 : Rueil-Malmaison RER ↔ Porte d'Auteuil,241,#8D653A,RATP,RATP,bus
Line:relation:3309751,Tram A,A,#ef3f30,Kéolis,Irigo,tram
Line:relation:3315927,Bus 23 : Brie-comte-Robert Piscine ↔ Créteil Préfécture,23,,Transdev SETRA,Plateau de Brie,bus
Line:relation:3315942,Bus BRIEBUS : Brie-comte-Robert Galilée ↔ Brie-comte-Robert Galilée,BRIEBUS,,SETRA,BrieBus,bus
Line:relation:3315943,Bus 12 : Éden (Servon) ↔ Créteil Préfecture,12,,SETRA,Arlequin,bus
Line:relation:3318610,Stanway 2,2,#0071BB,Transdev,Stan,bus
Line:relation:3318735,Bus 151 : Porte de Pantin ↔ Bondy - Jouhaux–Blum,151,#BB4A9B,RATP,RATP,bus
Line:relation:3325971,Bus 404 - Bois de l'Épine RER ↔ Gare du Bras de Fer RER,404,#99C400,Tice,Tice,bus
Line:relation:3326845,Métro 4,4,#BB4D98,RATP,RATP,subway
Line:relation:3328694,Métro 14,14,#67328E,RATP,RATP,subway
Line:relation:3328695,Métro 1,1,#F2C931,RATP,RATP,subway
Line:relation:3328717,Métro 9,9,#CDC83F,RATP,RATP,subway
Line:relation:3328741,Métro 10,10,#DFB039,RATP,RATP,subway
Line:relation:3328765,Métro 6,6,#75c695,RATP,RATP,subway
Line:relation:3328805,Métro 7,7,#FA9ABA,RATP,RATP,subway
Line:relation:3331044,Ieper-Poperinge-Roesbrugge-Veurne,1,#0099AA,De Lijn,DLWV,bus
Line:relation:3332037,Ieper-Poperinge-Abele,60,,De Lijn,DLWV,bus
Line:relation:3332273,Poperinge - Dranouter - Nieuwkerke,61,,De Lijn,,bus
Line:relation:3334641,Bus 131 : Porte d'Italie ↔ Rungis-La Fraternelle RER / Porte d'Italie ↔ Mairie de Chevilly Larue-Théâtre,131,#8D653A,RATP,RATP,bus
Line:relation:3335745,Stanbus 5,5,#EC008D,Transdev,Stan,bus
Line:relation:3336398,Bus 214 : Neuilly-Plaisance RER ↔ Gagny - Roger Salengro,214,#C9A3CD,RATP,RATP,bus
Line:relation:3347005,Navette Parkings : Orly Ouest ↔ Orly Sud,Parkings,,Aéroports De Paris,Navettes Aéroports De Paris,bus
Line:relation:3349465,Bus 334 : Les Pavillons-sous-Bois - Robert Schuman (circulaire),334,#FFCD01,RATP,RATP,bus
Line:relation:3357696,Ligne 21 : Pl. Pères ST-ETIENNE <> Crêt de Montaud ST-ETIENNE,21,#868475,Veolia Transport,STAS,bus
Line:relation:3359763,Bus 66,66,#00ADEF,Transpole,,bus
Line:relation:3365539,Ieper-Wervik(Geluwe)-Menen-Moeskroen,84,#995511,De Lijn,DLWV,bus
Line:relation:3381627,Bus Z6,Z6,#255740,Transpole,,bus
Line:relation:3382171,Liane 3,L3,0B892F,Keolis Lille Métropole,Ilévia,bus
Line:relation:3389342,Bus TUVIM,TUVIM,,RATP,RATP,bus
Line:relation:3389895,Roeselare-Beitem-Menen,54,#AACCEE,De Lijn,DLWV,bus
Line:relation:3389962,Ligne M2 : Gare FIRMINY <> Métare ST-ETEINNE,M2,#804996,Veolia Transport,STAS,bus
Line:relation:3395083,Mettis B,B,#f7941d,SAEML TAMM,Le Met',bus
Line:relation:3399270,Bus 603 : Gare du Raincy–Villemomble–Montfermeil ↔ Coubron - Corot,603,#8D5E24,Transdev TRA,Seine-Saint-Denis,bus
Line:relation:3399552,Bus 57,57,#87c440,Kéolis Tours,Fil Bleu,bus
Line:relation:3399563,Bus 50,50,#18a0b7,Kéolis Tours,Fil Bleu,bus
Line:relation:3403246,Bus 19,19,#82c746,Kéolis Tours,Fil Bleu,bus
Line:relation:3403273,La Citadine,C,,Kéolis Tours,Fil Bleu,bus
Line:relation:3403748,Bus 52,52,#1080c4,Kéolis Tours,Fil Bleu,bus
Line:relation:3403749,Bus 51,51,#3eba7f,Kéolis Tours,Fil Bleu,bus
Line:relation:3410335,Bus Z4,Z4,#880E12,Transpole,,bus
Line:relation:3420559,ligne 1,1,#395CDB,Régie mixte des transports toulonnais,Réseau Mistral,bus
Line:relation:3421582,Bus 17,17,#008001,Keolis Lille Métropole,Ilévia,bus
Line:relation:3423900,ligne 9,9,#01E308,Régie mixte des transports toulonnais,Réseau Mistral,bus
Line:relation:3425515,Ligne de bus n°39,39,#FFA000,Régie mixte des transports toulonnais,Réseau Mistral,bus
Line:relation:3427142,Stanbus 16,16,#A7CE39,Transdev,Stan,bus
Line:relation:3427201,Ligne de bateau bus n°28M : Toulon / St Mandrier,28M,#395CDB,Régie mixte des transports toulonnais,Réseau Mistral,ferry
Line:relation:3427214,Ligne de bateau bus n°18M : Toulon / Sablettes,18M,#0199F2,Régie mixte des transports toulonnais,Réseau Mistral,ferry
Line:relation:3427218,,8M,#CCCCFF,Régie mixte des transports toulonnais,Réseau Mistral,ferry
Line:relation:3429422,Corolle 3,CO3,,Ilévia,Ilévia,bus
Line:relation:3429545,P'tit Stan de Nancy,P'tit Stan de Nancy,#F1592A,Transdev,Stan,bus
Line:relation:3430536,Bus 87: Cité Scolaire Rive Gauche ⇆ Cugnaux Henry Gladi,87,#004687,Tisséo,fr_tisseo,bus
Line:relation:3431885,Stanbus 17,17,#4CB847,Transdev,Stan,bus
Line:relation:3436384,Bus 13,,#40AB75,Keolis Lille Métropole,Ilévia,bus
Line:relation:3441683,Citadine Tourcoing,CITT,#9E5AB4,Transpole,,bus
Line:relation:3442972,Bus 50,50,,BVB,TNW,bus
Line:relation:3444718,Ligne de bus n°31,31,#FFA000,Régie mixte des transports toulonnais,Réseau Mistral,bus
Line:relation:3445339,7010,7010,#EC2A2F,Faure Vercors,Transisère,bus
Line:relation:3461084,Stanbus 19,19,#F1592A,Transdev,Stan,bus
Line:relation:3461141,Stanbus 18,18,#9B2590,Transdev,Stan,bus
Line:relation:3461602,1380,1380,#EC2A2F,Faure Vercors,Transisère,bus
Line:relation:3461645,Ligne 3,3,#FF1111,Régie mixte des transports toulonnais,Réseau Mistral,bus
Line:relation:3466847,P'tit Stan Est,P'tit Stan Est,#FEB811,Transdev,Stan,bus
Line:relation:3469719,Ligne C,C,#164f30,Faure Vercors,Voironnais,bus
Line:relation:3471454,Bus Z1,Z4,#66C530,Transpole,,bus
Line:relation:3471959,Citadine Halluin,CITH,#9E5AB4,Transpole,,bus
Line:relation:3482489,Bus 2 : La perche ↔ École de musique,2,#0089cf,Transdev,Cara'Bus,bus
Line:relation:3483548,Bus 11 : Saint-Sulpice de Royan — Centre ↔ Royan — Lavoisier,11,#06b14a,Transdev,Cara'Bus,bus
Line:relation:3483878,Bus 12 : Saint-Georges de Didonne — Parasols ↔ Saint-Palais-sur-mer — Terre Nègre,12,#92278f,Transdev,Cara'Bus,bus
Line:relation:3484702,Bus 13 : Royan ↔ Vaux-sur-Mer,13,#25408e,Transdev,Cara'Bus,bus
Line:relation:3484920,Bus 21 : Royan — Gare Intermodale ↔ Les Mathes — Église,21,#4fc6e0,Transdev,Cara'Bus,bus
Line:relation:3487902,Bus 87,87,#FEDD03,Transpole,,bus
Line:relation:3490811,Bus TVF 17 : Gare RER de Mitry-Claye ↔ Gare Routière de Charny,17,#D5C901,Transdev TVF,Trans Val de France,bus
Line:relation:3498921,Ligne D,D,#f599c1,Faure Vercors,Voironnais,bus
Line:relation:3506534,Bus 23 : Royan — Gare Intermodale ↔ Saujon — Place Richelieu,23,#7d77b7,Transdev,Cara'Bus,bus
Line:relation:3508077,Bus 22 : Royan — Gare Intermodale ↔ Ronce les Bains — Casino,22,#f99214,Transdev,Cara'Bus,bus
Line:relation:3508696,Bus 24 : Royan — Gare Intermodale ↔ Cozes — Ancienne Gare,24,#d2a82b,Transdev,Cara'Bus,bus
Line:relation:3514591,C2 : Gare Part-Dieu - Vivier Merle ⇔ Rillieux Semailles,C2,#A9A9A9,Keolis,TCL,trolleybus
Line:relation:3521062,Bus B,,blue,,TILT,bus
Line:relation:3536053,Bus 33,33,#81CF00,Keolis Lille Métropole,Ilévia,bus
Line:relation:3546204,Bus 158 : Rueil-Malmaison RER ↔ Pont de Neuilly,158,,RATP,RATP,bus
Line:relation:3547421,Bus Ligne G,G,#FFCB00,SEMTM,Le Bus TM,bus
Line:relation:3547428,Bus Ligne C,C,#6CAB3D,SEMTM,Le Bus TM,bus
Line:relation:3548184,3010,,#EC2A2F,VFD,Transisère,bus
Line:relation:3548384,Circuit Nuit,Nuit,#231f20,VFD,Alpe d'Huez,bus
Line:relation:3548385,Circuit Myrtille,Myrtille,#295dab,VFD,Alpe d'Huez,bus
Line:relation:3548386,Circuit Citron,Citron,#ffd900,VFD,Alpe d'Huez,bus
Line:relation:3548387,Circuit Pomme,Pomme,#71bf44,VFD,Alpe d'Huez,bus
Line:relation:3548388,Circuit Fraise,Fraise,#d2232b,VFD,Alpe d'Huez,bus
